11.83515,'-12.51114,308.6,0.57,0.52,2024-04-16,251,N,VIIRS,n,2.0NRT,294.92,3.21,N
11.86922,'-13.56967,311.52,0.48,0.48,2024-04-16,251,N,VIIRS,n,2.0NRT,293.11,2.28,N
11.9292,'-13.52275,317.09,0.48,0.48,2024-04-16,251,N,VIIRS,n,2.0NRT,293.62,1.85,N
12.0157,'-14.28029,311.61,0.43,0.46,2024-04-16,251,N,VIIRS,n,2.0NRT,294.12,1.45,N
12.03669,'-14.27642,305.16,0.43,0.46,2024-04-16,251,N,VIIRS,n,2.0NRT,293.6,2.05,N
12.12907,'-9.81657,304.39,0.42,0.61,2024-04-16,251,N,VIIRS,n,2.0NRT,293.17,1.97,N
12.20779,'-10.22972,304.12,0.39,0.6,2024-04-16,251,N,VIIRS,n,2.0NRT,288.78,1.08,N
12.26234,'-13.02016,322.68,0.51,0.5,2024-04-16,251,N,VIIRS,n,2.0NRT,292.66,8.12,N
12.30529,'-13.12459,300.21,0.5,0.49,2024-04-16,251,N,VIIRS,n,2.0NRT,288.31,0.76,N
12.43105,'-13.43212,310.5,0.48,0.48,2024-04-16,251,N,VIIRS,n,2.0NRT,298.89,3.62,N
12.67929,'-9.87896,306.89,0.41,0.6,2024-04-16,251,N,VIIRS,n,2.0NRT,288.6,1.15,N
12.72816,'-14.26259,302.83,0.42,0.45,2024-04-16,251,N,VIIRS,n,2.0NRT,292.6,0.64,N
12.78826,'-13.90153,314.66,0.44,0.46,2024-04-16,251,N,VIIRS,n,2.0NRT,294.75,1.5,N
12.89536,'-15.57516,305.65,0.52,0.42,2024-04-16,251,N,VIIRS,n,2.0NRT,294.16,0.85,N
13.02662,'-15.50374,323.24,0.53,0.42,2024-04-16,251,N,VIIRS,n,2.0NRT,295.77,2.64,N
13.06055,'-15.41518,306.73,0.53,0.42,2024-04-16,251,N,VIIRS,n,2.0NRT,292.36,0.62,N
13.16807,'-15.51087,315.1,0.52,0.42,2024-04-16,251,N,VIIRS,n,2.0NRT,295.37,1.49,N
13.18773,'-14.04763,308.09,0.43,0.46,2024-04-16,251,N,VIIRS,n,2.0NRT,295.84,1.3,N
13.19592,'-14.58351,339.1,0.39,0.44,2024-04-16,251,N,VIIRS,n,2.0NRT,297.04,2.25,N
13.31028,'-15.10209,310.27,0.55,0.43,2024-04-16,251,N,VIIRS,n,2.0NRT,294.69,1,N
13.34645,'-15.2631,307.67,0.54,0.42,2024-04-16,251,N,VIIRS,n,2.0NRT,295.91,2.4,N
13.3961,'-15.51704,305.51,0.52,0.41,2024-04-16,251,N,VIIRS,n,2.0NRT,294.48,1.05,N
13.4306,'-14.40467,317.79,0.4,0.44,2024-04-16,251,N,VIIRS,n,2.0NRT,295.91,1.89,N
13.46891,'-12.39764,308.62,0.54,0.51,2024-04-16,251,N,VIIRS,n,2.0NRT,293.81,1.69,N
13.49875,'-14.66845,310.44,0.39,0.44,2024-04-16,251,N,VIIRS,n,2.0NRT,295.88,2.15,N
13.55018,'-15.79588,332.67,0.5,0.41,2024-04-16,251,N,VIIRS,n,2.0NRT,297.07,2.86,N
13.67098,'-5.78477,298.42,0.72,0.76,2024-04-16,251,N,VIIRS,n,2.0NRT,287.22,1.57,N
13.77352,'-9.44849,310.27,0.42,0.61,2024-04-16,251,N,VIIRS,n,2.0NRT,291.5,1.42,N
13.95785,'-7.74212,300.58,0.53,0.67,2024-04-16,251,N,VIIRS,n,2.0NRT,289.8,1.27,N
14.25307,'-11.39172,301.45,0.61,0.53,2024-04-16,251,N,VIIRS,n,2.0NRT,273.31,1.85,N
15.167,'-11.46393,326.96,0.58,0.52,2024-04-16,251,N,VIIRS,n,2.0NRT,297.88,4.3,N
15.17889,'-11.4228,342.3,0.58,0.52,2024-04-16,251,N,VIIRS,n,2.0NRT,297.07,7.53,N
8.31205,'-11.52656,306.39,0.38,0.59,2024-04-16,253,N,VIIRS,n,2.0NRT,288.8,1.16,N
'-37.45937,142.18446,328.67,0.38,0.58,2024-04-16,336,N,VIIRS,n,2.0NRT,277.54,3.45,D
'-37.45205,142.19656,329.6,0.38,0.58,2024-04-16,336,N,VIIRS,n,2.0NRT,278.03,4.43,D
'-37.44122,142.21147,338.3,0.37,0.58,2024-04-16,336,N,VIIRS,n,2.0NRT,306.15,32.48,D
'-37.14059,143.92764,352.84,0.6,0.53,2024-04-16,336,N,VIIRS,n,2.0NRT,298.09,14.54,D
'-36.9572,143.1041,347.12,0.33,0.55,2024-04-16,336,N,VIIRS,n,2.0NRT,299.02,10.38,D
'-36.94523,142.11626,338.52,0.38,0.58,2024-04-16,336,N,VIIRS,n,2.0NRT,300.05,31.74,D
'-36.93948,142.1256,336.13,0.37,0.58,2024-04-16,336,N,VIIRS,n,2.0NRT,289.08,25.7,D
'-36.8886,141.50087,367,0.41,0.6,2024-04-16,336,N,VIIRS,h,2.0NRT,293.73,14.89,D
'-36.88213,141.49721,340.85,0.4,0.6,2024-04-16,336,N,VIIRS,n,2.0NRT,297.32,12.53,D
'-36.85307,142.92186,367,0.34,0.56,2024-04-16,336,N,VIIRS,h,2.0NRT,297.23,18.39,D
'-36.83777,146.31154,325.33,0.44,0.46,2024-04-16,336,N,VIIRS,n,2.0NRT,284.92,1.48,D
'-36.79795,142.7323,353.68,0.35,0.56,2024-04-16,336,N,VIIRS,n,2.0NRT,289.98,10.03,D
'-36.78072,141.90894,353.03,0.38,0.59,2024-04-16,336,N,VIIRS,n,2.0NRT,305.18,27.55,D
'-36.73527,141.07909,367,0.43,0.62,2024-04-16,336,N,VIIRS,h,2.0NRT,299.01,12.67,D
'-36.69081,142.76291,352.21,0.34,0.56,2024-04-16,336,N,VIIRS,n,2.0NRT,299.05,5.4,D
'-36.68363,144.08781,341.03,0.58,0.52,2024-04-16,336,N,VIIRS,n,2.0NRT,297.29,13.25,D
'-36.67422,140.92319,338.77,0.43,0.62,2024-04-16,336,N,VIIRS,n,2.0NRT,295.39,8.22,D
'-36.58614,144.54205,344.46,0.55,0.51,2024-04-16,336,N,VIIRS,n,2.0NRT,291.73,6.05,D
'-36.54536,140.68492,356.76,0.45,0.63,2024-04-16,336,N,VIIRS,n,2.0NRT,290.87,14.97,D
'-36.30255,145.93398,336.49,0.46,0.47,2024-04-16,336,N,VIIRS,n,2.0NRT,299.5,27.63,D
'-36.4058,141.07434,367,0.42,0.61,2024-04-16,338,N,VIIRS,h,2.0NRT,297.79,6.56,D
'-36.02786,142.86978,337.47,0.33,0.56,2024-04-16,338,N,VIIRS,n,2.0NRT,295.95,5.31,D
